Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Índice de Gini;2018;37,9
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Índice de Gini;2017;39,5
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Índice de Gini;2016;38,8
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Índice de Gini;2015;38,5
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2023;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2022;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2021;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2020;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2019;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2018;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2017;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2016;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901009 Madrid sección 01009;Distribución de la renta P80/P20;2015;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2023;38,3
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2022;38,8
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2021;38,7
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2020;38,9
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2019;38,6
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2018;36,4
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2017;36
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2016;36,8
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Índice de Gini;2015;38
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2023;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2022;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2021;4
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2020;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2019;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2018;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2017;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2016;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901011 Madrid sección 01011;Distribución de la renta P80/P20;2015;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2023;38,7
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2022;36,7
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2021;36,6
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2020;38
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2019;35,5
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2018;37,8
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2017;38,8
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2016;39,1
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Índice de Gini;2015;38,9
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2023;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2022;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2021;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2020;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2019;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2018;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2017;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2016;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901012 Madrid sección 01012;Distribución de la renta P80/P20;2015;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2023;33,7
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2022;34,9
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2021;35,3
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2020;35,6
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2019;34,8
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2018;34,2
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2017;36,9
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2016;35,5
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Índice de Gini;2015;35,7
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2023;2,9
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2022;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2021;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2020;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2019;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2018;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2017;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2016;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901013 Madrid sección 01013;Distribución de la renta P80/P20;2015;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2023;37
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2022;34,9
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2021;35,9
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2020;34,5
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2019;34,3
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2018;35,9
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2017;36,4
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2016;39,2
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Índice de Gini;2015;36,6
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2023;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2022;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2021;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2020;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2019;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2018;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2017;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2016;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901014 Madrid sección 01014;Distribución de la renta P80/P20;2015;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2023;38,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2022;39
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2021;38,4
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2020;35,7
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2019;38,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2018;37,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2017;39,2
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2016;39,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Índice de Gini;2015;40,2
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2023;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2022;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2021;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2020;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2019;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2018;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2017;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2016;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901015 Madrid sección 01015;Distribución de la renta P80/P20;2015;3,8
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2023;30,9
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2022;32,6
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2021;34,5
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2020;34,7
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2019;36,6
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2018;33,8
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2017;35,8
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2016;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Índice de Gini;2015;38,3
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2023;2,5
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2022;2,8
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2021;3
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2020;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2019;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2018;2,8
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2017;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2016;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901016 Madrid sección 01016;Distribución de la renta P80/P20;2015;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2023;33,7
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2022;35,9
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2021;36,9
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2020;34,8
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2019;35
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2018;34,1
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2017;35,2
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2016;36,5
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Índice de Gini;2015;36
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2023;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2022;3
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2021;3
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2020;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2019;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2018;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2017;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2016;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901018 Madrid sección 01018;Distribución de la renta P80/P20;2015;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2023;32,2
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2022;31,8
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2021;32,1
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2020;32,5
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2019;32,9
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2018;32,3
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2017;31,6
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2016;32,7
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Índice de Gini;2015;32,9
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2023;2,6
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2022;2,7
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2021;2,9
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2020;3
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2019;3
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2018;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2017;2,8
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2016;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901019 Madrid sección 01019;Distribución de la renta P80/P20;2015;3
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2023;36,5
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2022;36,3
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2021;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2020;36,5
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2019;35,8
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2018;36,4
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2017;38
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2016;36,5
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Índice de Gini;2015;37
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2023;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2022;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2021;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2020;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2019;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2018;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2017;3,7
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2016;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901020 Madrid sección 01020;Distribución de la renta P80/P20;2015;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2023;31
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2022;30,8
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2021;29,4
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2020;32,6
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2019;32,3
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2018;34,2
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2017;34,1
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2016;34,7
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Índice de Gini;2015;34,1
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2023;2,7
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2022;2,7
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2021;2,6
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2020;2,9
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2019;2,8
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2018;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2017;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2016;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901021 Madrid sección 01021;Distribución de la renta P80/P20;2015;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2023;34,5
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2022;32,7
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2021;31,9
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2020;34,8
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2019;32,8
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2018;32,9
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2017;36,2
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2016;35,8
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Índice de Gini;2015;36,5
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2023;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2022;2,9
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2021;3,2
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2020;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2019;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2018;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2017;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2016;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901022 Madrid sección 01022;Distribución de la renta P80/P20;2015;4
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2023;37,3
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2022;39,2
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2021;39
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2020;37,1
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2019;37,4
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2018;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2017;40,2
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2016;38,6
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Índice de Gini;2015;39,8
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2023;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2022;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2021;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2020;3,9
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2019;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2018;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2017;4,2
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2016;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901023 Madrid sección 01023;Distribución de la renta P80/P20;2015;4,1
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2023;33,9
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2022;35,3
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2021;35,1
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2020;36,6
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2019;35,8
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2018;37,1
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2017;36,1
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2016;37,8
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Índice de Gini;2015;37,7
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2023;3
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2022;3,1
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2021;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2020;3,3
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2019;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2018;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2017;3,5
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2016;3,4
28079 Madrid;2807901 Madrid distrito 01;2807901024 Madrid sección 01024;Distribución de la renta P80/P20;2015;3,6
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2023;39,1
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2022;39,7
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2021;38,8
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2020;38,5
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2019;36,5
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2018;40,3
28079 Madrid;2807901 Madrid distrito 01;2807901025 Madrid sección 01025;Índice de Gini;2017;42,3
