Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2022;44,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2021;43,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2020;44,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2019;45,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2018;45,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2017;45,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2016;46,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Índice de Gini;2015;.
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2023;3,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2022;4,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2021;4,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2020;3,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2019;4,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2018;4,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2017;4,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2016;4,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501010 Pozuelo de Alarcón sección 01010;Distribución de la renta P80/P20;2015;4,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2023;27,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2022;30,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2021;30
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2020;32,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2019;34,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2018;35,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2017;35,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2016;34,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Índice de Gini;2015;32,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2023;2,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2022;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2021;2,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2020;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2019;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2018;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2017;3,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2016;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501011 Pozuelo de Alarcón sección 01011;Distribución de la renta P80/P20;2015;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2023;34,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2022;35,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2021;35,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2020;35,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2019;36,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2018;35,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2017;37
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2016;40,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Índice de Gini;2015;38,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2023;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2022;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2021;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2020;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2019;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2018;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2017;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2016;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501012 Pozuelo de Alarcón sección 01012;Distribución de la renta P80/P20;2015;3,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2023;29,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2022;30,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2021;28,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2020;30,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2019;30,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2018;32,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2017;31,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2016;31,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Índice de Gini;2015;30,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2023;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2022;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2021;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2020;2,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2019;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2018;3,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2017;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2016;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501013 Pozuelo de Alarcón sección 01013;Distribución de la renta P80/P20;2015;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2023;34,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2022;37,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2021;36
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2020;40
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2019;41,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2018;38,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2017;41,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2016;42,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Índice de Gini;2015;41,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2023;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2022;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2021;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2020;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2019;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2018;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2017;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2016;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501014 Pozuelo de Alarcón sección 01014;Distribución de la renta P80/P20;2015;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2023;33,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2022;33,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2021;31,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2020;32
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2019;30,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2018;33,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2017;33,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2016;33,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Índice de Gini;2015;33,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2023;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2022;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2021;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2020;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2019;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2018;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2017;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2016;3,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501015 Pozuelo de Alarcón sección 01015;Distribución de la renta P80/P20;2015;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2023;35,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2022;37,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2021;35,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2020;31,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2019;35,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2018;34,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2017;35,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2016;36,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Índice de Gini;2015;38
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2023;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2022;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2021;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2020;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2019;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2018;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2017;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2016;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501016 Pozuelo de Alarcón sección 01016;Distribución de la renta P80/P20;2015;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2023;30,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2022;29,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2021;31,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2020;30,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2019;32,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2018;32,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2017;33
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2016;33,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Índice de Gini;2015;34,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2023;2,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2022;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2021;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2020;2,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2019;2,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2018;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2017;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2016;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501017 Pozuelo de Alarcón sección 01017;Distribución de la renta P80/P20;2015;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2023;33,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2022;32,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2021;34,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2020;35
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2019;33
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2018;34,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2017;32,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2016;33,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Índice de Gini;2015;34,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2023;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2022;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2021;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2020;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2019;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2018;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2017;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2016;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501018 Pozuelo de Alarcón sección 01018;Distribución de la renta P80/P20;2015;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2023;38,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2022;36,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2021;35,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2020;37,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2019;37,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2018;37,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2017;39,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2016;41,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Índice de Gini;2015;38,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2023;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2022;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2021;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2020;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2019;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2018;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2017;3,2
